Year_and_month,Industry,Salary
1995-05-01,Accommodation_and_food_service_activities,20045
1995-06-01,Accommodation_and_food_service_activities,19555
1995-07-01,Accommodation_and_food_service_activities,19589
1995-08-01,Accommodation_and_food_service_activities,19591
1995-09-01,Accommodation_and_food_service_activities,19251
1995-10-01,Accommodation_and_food_service_activities,19336
1995-11-01,Accommodation_and_food_service_activities,19230
1995-12-01,Accommodation_and_food_service_activities,20491
1996-01-01,Accommodation_and_food_service_activities,20961
1996-02-01,Accommodation_and_food_service_activities,42541
1996-03-01,Accommodation_and_food_service_activities,20439
1996-04-01,Accommodation_and_food_service_activities,19591
1996-05-01,Accommodation_and_food_service_activities,19454
1996-06-01,Accommodation_and_food_service_activities,19692
1996-07-01,Accommodation_and_food_service_activities,20404
1996-08-01,Accommodation_and_food_service_activities,20403
1996-09-01,Accommodation_and_food_service_activities,20423
1996-10-01,Accommodation_and_food_service_activities,20465
1996-11-01,Accommodation_and_food_service_activities,20485
1996-12-01,Accommodation_and_food_service_activities,21191
1997-01-01,Accommodation_and_food_service_activities,30407
1997-02-01,Accommodation_and_food_service_activities,39859
1997-03-01,Accommodation_and_food_service_activities,21627
1997-04-01,Accommodation_and_food_service_activities,21033
1997-05-01,Accommodation_and_food_service_activities,21147
1997-06-01,Accommodation_and_food_service_activities,20868
1997-07-01,Accommodation_and_food_service_activities,21131
1997-08-01,Accommodation_and_food_service_activities,21184
1997-09-01,Accommodation_and_food_service_activities,21107
1997-10-01,Accommodation_and_food_service_activities,20883
1997-11-01,Accommodation_and_food_service_activities,21177
1997-12-01,Accommodation_and_food_service_activities,21495
1998-01-01,Accommodation_and_food_service_activities,38150
1998-02-01,Accommodation_and_food_service_activities,30129
1998-03-01,Accommodation_and_food_service_activities,23278
1998-04-01,Accommodation_and_food_service_activities,21322
1998-05-01,Accommodation_and_food_service_activities,21726
1998-06-01,Accommodation_and_food_service_activities,21170
1998-07-01,Accommodation_and_food_service_activities,21339
1998-08-01,Accommodation_and_food_service_activities,21261
1998-09-01,Accommodation_and_food_service_activities,21430
1998-10-01,Accommodation_and_food_service_activities,22135
1998-11-01,Accommodation_and_food_service_activities,22613
1998-12-01,Accommodation_and_food_service_activities,22864
1999-01-01,Accommodation_and_food_service_activities,26891
1999-02-01,Accommodation_and_food_service_activities,45780
1999-03-01,Accommodation_and_food_service_activities,23249
1999-04-01,Accommodation_and_food_service_activities,22085
1999-05-01,Accommodation_and_food_service_activities,22073
1999-06-01,Accommodation_and_food_service_activities,22452
1999-07-01,Accommodation_and_food_service_activities,22825
1999-08-01,Accommodation_and_food_service_activities,22312
1999-09-01,Accommodation_and_food_service_activities,22764
1999-10-01,Accommodation_and_food_service_activities,23363
1999-11-01,Accommodation_and_food_service_activities,23624
1999-12-01,Accommodation_and_food_service_activities,24139
2000-01-01,Accommodation_and_food_service_activities,39522
2000-02-01,Accommodation_and_food_service_activities,37438
2000-03-01,Accommodation_and_food_service_activities,24441
2000-04-01,Accommodation_and_food_service_activities,22780
2000-05-01,Accommodation_and_food_service_activities,22906
2000-06-01,Accommodation_and_food_service_activities,23907
2000-07-01,Accommodation_and_food_service_activities,23838
2000-08-01,Accommodation_and_food_service_activities,23407
2000-09-01,Accommodation_and_food_service_activities,23272
2000-10-01,Accommodation_and_food_service_activities,23217
2000-11-01,Accommodation_and_food_service_activities,23115
2000-12-01,Accommodation_and_food_service_activities,24971
2001-01-01,Accommodation_and_food_service_activities,44054
2001-02-01,Accommodation_and_food_service_activities,23797
2001-03-01,Accommodation_and_food_service_activities,24095
2001-04-01,Accommodation_and_food_service_activities,23759
2001-05-01,Accommodation_and_food_service_activities,23686
2001-06-01,Accommodation_and_food_service_activities,23683
2001-07-01,Accommodation_and_food_service_activities,25041
2001-08-01,Accommodation_and_food_service_activities,23819
2001-09-01,Accommodation_and_food_service_activities,24145
2001-10-01,Accommodation_and_food_service_activities,26244
2001-11-01,Accommodation_and_food_service_activities,24268
2001-12-01,Accommodation_and_food_service_activities,23946
2002-01-01,Accommodation_and_food_service_activities,31717
2002-02-01,Accommodation_and_food_service_activities,34016
2002-03-01,Accommodation_and_food_service_activities,24090
2002-04-01,Accommodation_and_food_service_activities,24609
2002-05-01,Accommodation_and_food_service_activities,24005
2002-06-01,Accommodation_and_food_service_activities,26140
2002-07-01,Accommodation_and_food_service_activities,23801
2002-08-01,Accommodation_and_food_service_activities,23705
2002-09-01,Accommodation_and_food_service_activities,24490
2002-10-01,Accommodation_and_food_service_activities,24734
2002-11-01,Accommodation_and_food_service_activities,23713
2002-12-01,Accommodation_and_food_service_activities,23938
2003-01-01,Accommodation_and_food_service_activities,36491
2003-02-01,Accommodation_and_food_service_activities,26130
2003-03-01,Accommodation_and_food_service_activities,23787
2003-04-01,Accommodation_and_food_service_activities,22933
2003-05-01,Accommodation_and_food_service_activities,21857
2003-06-01,Accommodation_and_food_service_activities,22158
2003-07-01,Accommodation_and_food_service_activities,23685
2003-08-01,Accommodation_and_food_service_activities,24040
2003-09-01,Accommodation_and_food_service_activities,24241
2003-10-01,Accommodation_and_food_service_activities,23995
2003-11-01,Accommodation_and_food_service_activities,23675
2003-12-01,Accommodation_and_food_service_activities,26447
2004-01-01,Accommodation_and_food_service_activities,36621
2004-02-01,Accommodation_and_food_service_activities,24043
2004-03-01,Accommodation_and_food_service_activities,23408
2004-04-01,Accommodation_and_food_service_activities,23802
2004-05-01,Accommodation_and_food_service_activities,22996
2004-06-01,Accommodation_and_food_service_activities,23270
2004-07-01,Accommodation_and_food_service_activities,23337
2004-08-01,Accommodation_and_food_service_activities,23303
2004-09-01,Accommodation_and_food_service_activities,24743
2004-10-01,Accommodation_and_food_service_activities,23432
2004-11-01,Accommodation_and_food_service_activities,23436
2004-12-01,Accommodation_and_food_service_activities,26082
2005-01-01,Accommodation_and_food_service_activities,29076
2005-02-01,Accommodation_and_food_service_activities,32034
2005-03-01,Accommodation_and_food_service_activities,23900
2005-04-01,Accommodation_and_food_service_activities,23652
2005-05-01,Accommodation_and_food_service_activities,23762
2005-06-01,Accommodation_and_food_service_activities,24415
2005-07-01,Accommodation_and_food_service_activities,24163
2005-08-01,Accommodation_and_food_service_activities,24473
2005-09-01,Accommodation_and_food_service_activities,24303
2005-10-01,Accommodation_and_food_service_activities,23963
2005-11-01,Accommodation_and_food_service_activities,23904
2005-12-01,Accommodation_and_food_service_activities,24457
2006-01-01,Accommodation_and_food_service_activities,37401
2006-02-01,Accommodation_and_food_service_activities,25504
2006-03-01,Accommodation_and_food_service_activities,24010
2006-04-01,Accommodation_and_food_service_activities,23676
2006-05-01,Accommodation_and_food_service_activities,24037
2006-06-01,Accommodation_and_food_service_activities,23734
2006-07-01,Accommodation_and_food_service_activities,23745
2006-08-01,Accommodation_and_food_service_activities,23693
2006-09-01,Accommodation_and_food_service_activities,23773
2006-10-01,Accommodation_and_food_service_activities,23805
2006-11-01,Accommodation_and_food_service_activities,23345
2006-12-01,Accommodation_and_food_service_activities,23360
2007-01-01,Accommodation_and_food_service_activities,24837
2007-02-01,Accommodation_and_food_service_activities,37689
2007-03-01,Accommodation_and_food_service_activities,24636
2007-04-01,Accommodation_and_food_service_activities,23580
2007-05-01,Accommodation_and_food_service_activities,23793
2007-06-01,Accommodation_and_food_service_activities,23932
2007-07-01,Accommodation_and_food_service_activities,24776
2007-08-01,Accommodation_and_food_service_activities,24381
2007-09-01,Accommodation_and_food_service_activities,24455
2007-10-01,Accommodation_and_food_service_activities,24150
2007-11-01,Accommodation_and_food_service_activities,24568
2007-12-01,Accommodation_and_food_service_activities,25121
2008-01-01,Accommodation_and_food_service_activities,30697
2008-02-01,Accommodation_and_food_service_activities,36262
2008-03-01,Accommodation_and_food_service_activities,24929
2008-04-01,Accommodation_and_food_service_activities,24686
2008-05-01,Accommodation_and_food_service_activities,24759
2008-06-01,Accommodation_and_food_service_activities,24944
2008-07-01,Accommodation_and_food_service_activities,25181
2008-08-01,Accommodation_and_food_service_activities,25347
2008-09-01,Accommodation_and_food_service_activities,25753
2008-10-01,Accommodation_and_food_service_activities,25424
2008-11-01,Accommodation_and_food_service_activities,25016
2008-12-01,Accommodation_and_food_service_activities,27726
2009-01-01,Accommodation_and_food_service_activities,42163
2009-02-01,Accommodation_and_food_service_activities,26615
2009-03-01,Accommodation_and_food_service_activities,25189
2009-04-01,Accommodation_and_food_service_activities,25162
2009-05-01,Accommodation_and_food_service_activities,25647
2009-06-01,Accommodation_and_food_service_activities,25219
2009-07-01,Accommodation_and_food_service_activities,25363
2009-08-01,Accommodation_and_food_service_activities,25794
2009-09-01,Accommodation_and_food_service_activities,25378
2009-10-01,Accommodation_and_food_service_activities,25344
2009-11-01,Accommodation_and_food_service_activities,25008
2009-12-01,Accommodation_and_food_service_activities,28342
2010-01-01,Accommodation_and_food_service_activities,32600
2010-02-01,Accommodation_and_food_service_activities,36993
2010-03-01,Accommodation_and_food_service_activities,25441
2010-04-01,Accommodation_and_food_service_activities,25488
2010-05-01,Accommodation_and_food_service_activities,25357
2010-06-01,Accommodation_and_food_service_activities,25825
2010-07-01,Accommodation_and_food_service_activities,26181
2010-08-01,Accommodation_and_food_service_activities,26442
2010-09-01,Accommodation_and_food_service_activities,26247
2010-10-01,Accommodation_and_food_service_activities,26122
2010-11-01,Accommodation_and_food_service_activities,25838
2010-12-01,Accommodation_and_food_service_activities,31104
2011-01-01,Accommodation_and_food_service_activities,46100
2011-02-01,Accommodation_and_food_service_activities,32125
2011-03-01,Accommodation_and_food_service_activities,26573
2011-04-01,Accommodation_and_food_service_activities,26439
2011-05-01,Accommodation_and_food_service_activities,26429
2011-06-01,Accommodation_and_food_service_activities,26570
2011-07-01,Accommodation_and_food_service_activities,27654
2011-08-01,Accommodation_and_food_service_activities,28180
2011-09-01,Accommodation_and_food_service_activities,27619
2011-10-01,Accommodation_and_food_service_activities,27523
2011-11-01,Accommodation_and_food_service_activities,27274
2011-12-01,Accommodation_and_food_service_activities,34432
2012-01-01,Accommodation_and_food_service_activities,48180
2012-02-01,Accommodation_and_food_service_activities,30318
2012-03-01,Accommodation_and_food_service_activities,28186
2012-04-01,Accommodation_and_food_service_activities,27799
2012-05-01,Accommodation_and_food_service_activities,27651
2012-06-01,Accommodation_and_food_service_activities,27876
2012-07-01,Accommodation_and_food_service_activities,28492
2012-08-01,Accommodation_and_food_service_activities,27857
2012-09-01,Accommodation_and_food_service_activities,28005
2012-10-01,Accommodation_and_food_service_activities,27641
2012-11-01,Accommodation_and_food_service_activities,27404
2012-12-01,Accommodation_and_food_service_activities,31916
2013-01-01,Accommodation_and_food_service_activities,34166
2013-02-01,Accommodation_and_food_service_activities,40677
2013-03-01,Accommodation_and_food_service_activities,28710
2013-04-01,Accommodation_and_food_service_activities,28111
2013-05-01,Accommodation_and_food_service_activities,28337
2013-06-01,Accommodation_and_food_service_activities,30038
2013-07-01,Accommodation_and_food_service_activities,28634
2013-08-01,Accommodation_and_food_service_activities,29355
2013-09-01,Accommodation_and_food_service_activities,29574
2013-10-01,Accommodation_and_food_service_activities,28856
2013-11-01,Accommodation_and_food_service_activities,28774
2013-12-01,Accommodation_and_food_service_activities,30635
2014-01-01,Accommodation_and_food_service_activities,49155
2014-02-01,Accommodation_and_food_service_activities,32320
2014-03-01,Accommodation_and_food_service_activities,30357
2014-04-01,Accommodation_and_food_service_activities,30020
2014-05-01,Accommodation_and_food_service_activities,30015
2014-06-01,Accommodation_and_food_service_activities,30133
2014-07-01,Accommodation_and_food_service_activities,29298
2014-08-01,Accommodation_and_food_service_activities,29665
2014-09-01,Accommodation_and_food_service_activities,30169
2014-10-01,Accommodation_and_food_service_activities,29204
2014-11-01,Accommodation_and_food_service_activities,29399
2014-12-01,Accommodation_and_food_service_activities,30899
2015-01-01,Accommodation_and_food_service_activities,35795
2015-02-01,Accommodation_and_food_service_activities,50836
2015-03-01,Accommodation_and_food_service_activities,30526
2015-04-01,Accommodation_and_food_service_activities,29923
2015-05-01,Accommodation_and_food_service_activities,30343
2015-06-01,Accommodation_and_food_service_activities,30178
2015-07-01,Accommodation_and_food_service_activities,30191
2015-08-01,Accommodation_and_food_service_activities,30070
2015-09-01,Accommodation_and_food_service_activities,30507
2015-10-01,Accommodation_and_food_service_activities,30137
2015-11-01,Accommodation_and_food_service_activities,29553
2015-12-01,Accommodation_and_food_service_activities,32497
2016-01-01,Accommodation_and_food_service_activities,42469
2016-02-01,Accommodation_and_food_service_activities,40619
2016-03-01,Accommodation_and_food_service_activities,30702
2016-04-01,Accommodation_and_food_service_activities,30284
2016-05-01,Accommodation_and_food_service_activities,30151
2016-06-01,Accommodation_and_food_service_activities,30606
2016-07-01,Accommodation_and_food_service_activities,30008
2016-08-01,Accommodation_and_food_service_activities,30457
2016-09-01,Accommodation_and_food_service_activities,30844
2016-10-01,Accommodation_and_food_service_activities,30780
2016-11-01,Accommodation_and_food_service_activities,30742
2016-12-01,Accommodation_and_food_service_activities,32695
2017-01-01,Accommodation_and_food_service_activities,55164
2017-02-01,Accommodation_and_food_service_activities,30899
2017-03-01,Accommodation_and_food_service_activities,31241
2017-04-01,Accommodation_and_food_service_activities,31556
2017-05-01,Accommodation_and_food_service_activities,31819
2017-06-01,Accommodation_and_food_service_activities,30469
2017-07-01,Accommodation_and_food_service_activities,30513
2017-08-01,Accommodation_and_food_service_activities,30712
2017-09-01,Accommodation_and_food_service_activities,31364
2017-10-01,Accommodation_and_food_service_activities,32173
2017-11-01,Accommodation_and_food_service_activities,31269
2017-12-01,Accommodation_and_food_service_activities,33856
2018-01-01,Accommodation_and_food_service_activities,37351
2018-02-01,Accommodation_and_food_service_activities,48401
2018-03-01,Accommodation_and_food_service_activities,32527
2018-04-01,Accommodation_and_food_service_activities,32154
2018-05-01,Accommodation_and_food_service_activities,32400
2018-06-01,Accommodation_and_food_service_activities,33009
2018-07-01,Accommodation_and_food_service_activities,31924
2018-08-01,Accommodation_and_food_service_activities,32151
2018-09-01,Accommodation_and_food_service_activities,32017
2018-10-01,Accommodation_and_food_service_activities,32085
2018-11-01,Accommodation_and_food_service_activities,31942
2018-12-01,Accommodation_and_food_service_activities,32984
2019-01-01,Accommodation_and_food_service_activities,48046
2019-02-01,Accommodation_and_food_service_activities,37963
2019-03-01,Accommodation_and_food_service_activities,32777
2019-04-01,Accommodation_and_food_service_activities,32840
2019-05-01,Accommodation_and_food_service_activities,32544
2019-06-01,Accommodation_and_food_service_activities,33127
2019-07-01,Accommodation_and_food_service_activities,32559
2019-08-01,Accommodation_and_food_service_activities,32714
2019-09-01,Accommodation_and_food_service_activities,33201
2019-10-01,Accommodation_and_food_service_activities,33207
2019-11-01,Accommodation_and_food_service_activities,33023
2019-12-01,Accommodation_and_food_service_activities,34352
2020-01-01,Accommodation_and_food_service_activities,51062
2020-02-01,Accommodation_and_food_service_activities,34078
2020-03-01,Accommodation_and_food_service_activities,32489
2020-04-01,Accommodation_and_food_service_activities,32409
2020-05-01,Accommodation_and_food_service_activities,32543
2020-06-01,Accommodation_and_food_service_activities,32948
2020-07-01,Accommodation_and_food_service_activities,33196
1980-01-01,Information_and_communication,12550
1980-02-01,Information_and_communication,16384
1980-03-01,Information_and_communication,12770
1980-04-01,Information_and_communication,12789
1980-05-01,Information_and_communication,12683
1980-06-01,Information_and_communication,12561
1980-07-01,Information_and_communication,14236
1980-08-01,Information_and_communication,14155
1980-09-01,Information_and_communication,14140
1980-10-01,Information_and_communication,14069
1980-11-01,Information_and_communication,13918
1980-12-01,Information_and_communication,14193
1981-01-01,Information_and_communication,15096
1981-02-01,Information_and_communication,17918
1981-03-01,Information_and_communication,15393
1981-04-01,Information_and_communication,15519
1981-05-01,Information_and_communication,15326
1981-06-01,Information_and_communication,15465
1981-07-01,Information_and_communication,16302
1981-08-01,Information_and_communication,16293
1981-09-01,Information_and_communication,16216
1981-10-01,Information_and_communication,16155
1981-11-01,Information_and_communication,16043
1981-12-01,Information_and_communication,16195
1982-01-01,Information_and_communication,17994
1982-02-01,Information_and_communication,17457
1982-03-01,Information_and_communication,16341
1982-04-01,Information_and_communication,15891
1982-05-01,Information_and_communication,15687
1982-06-01,Information_and_communication,15836
1982-07-01,Information_and_communication,15672
1982-08-01,Information_and_communication,15964
1982-09-01,Information_and_communication,15914
1982-10-01,Information_and_communication,15883
1982-11-01,Information_and_communication,15732
1982-12-01,Information_and_communication,15903
1983-01-01,Information_and_communication,15813
1983-02-01,Information_and_communication,19461
1983-03-01,Information_and_communication,16017
1983-04-01,Information_and_communication,16088
1983-05-01,Information_and_communication,15918
1983-06-01,Information_and_communication,16213
1983-07-01,Information_and_communication,15814
1983-08-01,Information_and_communication,16109
1983-09-01,Information_and_communication,16353
1983-10-01,Information_and_communication,16239
1983-11-01,Information_and_communication,16082
1983-12-01,Information_and_communication,16270
1984-01-01,Information_and_communication,17030
1984-02-01,Information_and_communication,21325
1984-03-01,Information_and_communication,17267
1984-04-01,Information_and_communication,16785
1984-05-01,Information_and_communication,16965
1984-06-01,Information_and_communication,19905
1984-07-01,Information_and_communication,17401
1984-08-01,Information_and_communication,17367
1984-09-01,Information_and_communication,20667
1984-10-01,Information_and_communication,17444
1984-11-01,Information_and_communication,17634
1984-12-01,Information_and_communication,17530
1985-01-01,Information_and_communication,19936
1985-02-01,Information_and_communication,22065
1985-03-01,Information_and_communication,17554
1985-04-01,Information_and_communication,17562
1985-05-01,Information_and_communication,17523
1985-06-01,Information_and_communication,21080
1985-07-01,Information_and_communication,34965
1985-08-01,Information_and_communication,19032
1985-09-01,Information_and_communication,18962
1985-10-01,Information_and_communication,18996
1985-11-01,Information_and_communication,19021
1985-12-01,Information_and_communication,19053
1986-01-01,Information_and_communication,24963
1986-02-01,Information_and_communication,29054
1986-03-01,Information_and_communication,19964
1986-04-01,Information_and_communication,20262
1986-05-01,Information_and_communication,21544
1986-06-01,Information_and_communication,21295
1986-07-01,Information_and_communication,38010
1986-08-01,Information_and_communication,21083
1986-09-01,Information_and_communication,21333
1986-10-01,Information_and_communication,19983
1986-11-01,Information_and_communication,20294
1986-12-01,Information_and_communication,20461
1987-01-01,Information_and_communication,38643
1987-02-01,Information_and_communication,23812
1987-03-01,Information_and_communication,20776
1987-04-01,Information_and_communication,20446
1987-05-01,Information_and_communication,22373
1987-06-01,Information_and_communication,25111
1987-07-01,Information_and_communication,32047
1987-08-01,Information_and_communication,21836
1987-09-01,Information_and_communication,23605
1987-10-01,Information_and_communication,22726
1987-11-01,Information_and_communication,22829
1987-12-01,Information_and_communication,22238
1988-01-01,Information_and_communication,25242
1988-02-01,Information_and_communication,47763
1988-03-01,Information_and_communication,23591
1988-04-01,Information_and_communication,23427
1988-05-01,Information_and_communication,23031
1988-06-01,Information_and_communication,25901
1988-07-01,Information_and_communication,34749
1988-08-01,Information_and_communication,24357
1988-09-01,Information_and_communication,27897
1988-10-01,Information_and_communication,24609
1988-11-01,Information_and_communication,24457
1988-12-01,Information_and_communication,25833
1989-01-01,Information_and_communication,54358
1989-02-01,Information_and_communication,32782
1989-03-01,Information_and_communication,25938
1989-04-01,Information_and_communication,25514
1989-05-01,Information_and_communication,27011
1989-06-01,Information_and_communication,25214
1989-07-01,Information_and_communication,38303
1989-08-01,Information_and_communication,27934
1989-09-01,Information_and_communication,31384
1989-10-01,Information_and_communication,28235
1989-11-01,Information_and_communication,44398
1989-12-01,Information_and_communication,29709
1990-01-01,Information_and_communication,71409
1990-02-01,Information_and_communication,47805
1990-03-01,Information_and_communication,30103
1990-04-01,Information_and_communication,28829
1990-05-01,Information_and_communication,30197
1990-06-01,Information_and_communication,30021
1990-07-01,Information_and_communication,41546
1990-08-01,Information_and_communication,32538
1990-09-01,Information_and_communication,34121
1990-10-01,Information_and_communication,31900
1990-11-01,Information_and_communication,31884
1990-12-01,Information_and_communication,32882
1991-01-01,Information_and_communication,38211
1991-02-01,Information_and_communication,99142
1991-03-01,Information_and_communication,33948
1991-04-01,Information_and_communication,33109
1991-05-01,Information_and_communication,32529
1991-06-01,Information_and_communication,34573
1991-07-01,Information_and_communication,55941
1991-08-01,Information_and_communication,37368
1991-09-01,Information_and_communication,35079
1991-10-01,Information_and_communication,33144
1991-11-01,Information_and_communication,33389
1991-12-01,Information_and_communication,33988
1992-01-01,Information_and_communication,99277
1992-02-01,Information_and_communication,45599
1992-03-01,Information_and_communication,36649
1992-04-01,Information_and_communication,34183
1992-05-01,Information_and_communication,36127
1992-06-01,Information_and_communication,36315
1992-07-01,Information_and_communication,58544
1992-08-01,Information_and_communication,39466
1992-09-01,Information_and_communication,38174
1992-10-01,Information_and_communication,36468
1992-11-01,Information_and_communication,36554
1992-12-01,Information_and_communication,37917
1993-01-01,Information_and_communication,122977
1993-02-01,Information_and_communication,41325
1993-03-01,Information_and_communication,39487
1993-04-01,Information_and_communication,37327
1993-05-01,Information_and_communication,37649
1993-06-01,Information_and_communication,40471
1993-07-01,Information_and_communication,61793
1993-08-01,Information_and_communication,42358
1993-09-01,Information_and_communication,46065
1993-10-01,Information_and_communication,38888
1993-11-01,Information_and_communication,39097
1993-12-01,Information_and_communication,39957
1994-01-01,Information_and_communication,108686
1994-02-01,Information_and_communication,68150
1994-03-01,Information_and_communication,45970
1994-04-01,Information_and_communication,40424
1994-05-01,Information_and_communication,40964
1994-06-01,Information_and_communication,42684
1994-07-01,Information_and_communication,70449
1994-08-01,Information_and_communication,43573
1994-09-01,Information_and_communication,43760
1994-10-01,Information_and_communication,40941
1994-11-01,Information_and_communication,41063
1994-12-01,Information_and_communication,42499
1995-01-01,Information_and_communication,138602
1995-02-01,Information_and_communication,49696
1995-03-01,Information_and_communication,41178
1995-04-01,Information_and_communication,41194
1995-05-01,Information_and_communication,43485
1995-06-01,Information_and_communication,45209
1995-07-01,Information_and_communication,72667
1995-08-01,Information_and_communication,46568
1995-09-01,Information_and_communication,48495
1995-10-01,Information_and_communication,43391
1995-11-01,Information_and_communication,44338
1995-12-01,Information_and_communication,44789
1996-01-01,Information_and_communication,47636
1996-02-01,Information_and_communication,134599
1996-03-01,Information_and_communication,44261
1996-04-01,Information_and_communication,44113
1996-05-01,Information_and_communication,45180
1996-06-01,Information_and_communication,47208
1996-07-01,Information_and_communication,74230
1996-08-01,Information_and_communication,47233
1996-09-01,Information_and_communication,48150
1996-10-01,Information_and_communication,47260
1996-11-01,Information_and_communication,45234
1996-12-01,Information_and_communication,46450
1997-01-01,Information_and_communication,130016
1997-02-01,Information_and_communication,73605
1997-03-01,Information_and_communication,46164
1997-04-01,Information_and_communication,47590
1997-05-01,Information_and_communication,46922
1997-06-01,Information_and_communication,50604
1997-07-01,Information_and_communication,78875
1997-08-01,Information_and_communication,44934
1997-09-01,Information_and_communication,48994
1997-10-01,Information_and_communication,48305
1997-11-01,Information_and_communication,45407
1997-12-01,Information_and_communication,47320
1998-01-01,Information_and_communication,163189
1998-02-01,Information_and_communication,55136
1998-03-01,Information_and_communication,48897
1998-04-01,Information_and_communication,48133
1998-05-01,Information_and_communication,50899
1998-06-01,Information_and_communication,49016
1998-07-01,Information_and_communication,82530
1998-08-01,Information_and_communication,49483
1998-09-01,Information_and_communication,49227
1998-10-01,Information_and_communication,48977
1998-11-01,Information_and_communication,48625
1998-12-01,Information_and_communication,48921
1999-01-01,Information_and_communication,65603
1999-02-01,Information_and_communication,130387
1999-03-01,Information_and_communication,50518
1999-04-01,Information_and_communication,50488
1999-05-01,Information_and_communication,49541
1999-06-01,Information_and_communication,53419
1999-07-01,Information_and_communication,82023
1999-08-01,Information_and_communication,49088
1999-09-01,Information_and_communication,50765
1999-10-01,Information_and_communication,50672
1999-11-01,Information_and_communication,49602
1999-12-01,Information_and_communication,54543
2000-01-01,Information_and_communication,122757
2000-02-01,Information_and_communication,77946
2000-03-01,Information_and_communication,52606
2000-04-01,Information_and_communication,50729
2000-05-01,Information_and_communication,51121
2000-06-01,Information_and_communication,56004
2000-07-01,Information_and_communication,74400
2000-08-01,Information_and_communication,51431
2000-09-01,Information_and_communication,53323
2000-10-01,Information_and_communication,51951
2000-11-01,Information_and_communication,51687
2000-12-01,Information_and_communication,62523
2001-01-01,Information_and_communication,136279
2001-02-01,Information_and_communication,51660
2001-03-01,Information_and_communication,56592
2001-04-01,Information_and_communication,51681
2001-05-01,Information_and_communication,51780
2001-06-01,Information_and_communication,53702
2001-07-01,Information_and_communication,77357
2001-08-01,Information_and_communication,53070
2001-09-01,Information_and_communication,53310
2001-10-01,Information_and_communication,51631
2001-11-01,Information_and_communication,52890
2001-12-01,Information_and_communication,54291
2002-01-01,Information_and_communication,90165
2002-02-01,Information_and_communication,74718
2002-03-01,Information_and_communication,54024
2002-04-01,Information_and_communication,51316
2002-05-01,Information_and_communication,50529
2002-06-01,Information_and_communication,53104
2002-07-01,Information_and_communication,51707
2002-08-01,Information_and_communication,76451
2002-09-01,Information_and_communication,51762
2002-10-01,Information_and_communication,50423
2002-11-01,Information_and_communication,51111
2002-12-01,Information_and_communication,56155
2003-01-01,Information_and_communication,118114
2003-02-01,Information_and_communication,55707
2003-03-01,Information_and_communication,53141
2003-04-01,Information_and_communication,50856
2003-05-01,Information_and_communication,51681
2003-06-01,Information_and_communication,50806
2003-07-01,Information_and_communication,50828
2003-08-01,Information_and_communication,83866
2003-09-01,Information_and_communication,51705
2003-10-01,Information_and_communication,51673
2003-11-01,Information_and_communication,51781
2003-12-01,Information_and_communication,54102
2004-01-01,Information_and_communication,116308
2004-02-01,Information_and_communication,53554
2004-03-01,Information_and_communication,53526
2004-04-01,Information_and_communication,51144
2004-05-01,Information_and_communication,50378
2004-06-01,Information_and_communication,53609
2004-07-01,Information_and_communication,51772
2004-08-01,Information_and_communication,74013
2004-09-01,Information_and_communication,50955
2004-10-01,Information_and_communication,50417
2004-11-01,Information_and_communication,50915
2004-12-01,Information_and_communication,57067
2005-01-01,Information_and_communication,102121
2005-02-01,Information_and_communication,70912
2005-03-01,Information_and_communication,55294
2005-04-01,Information_and_communication,53481
2005-05-01,Information_and_communication,50779
2005-06-01,Information_and_communication,56222
2005-07-01,Information_and_communication,52217
2005-08-01,Information_and_communication,80398
2005-09-01,Information_and_communication,57334
2005-10-01,Information_and_communication,50668
2005-11-01,Information_and_communication,51570
2005-12-01,Information_and_communication,56651
2006-01-01,Information_and_communication,128212
2006-02-01,Information_and_communication,53128
2006-03-01,Information_and_communication,53382
2006-04-01,Information_and_communication,51324
2006-05-01,Information_and_communication,57837
2006-06-01,Information_and_communication,52248
2006-07-01,Information_and_communication,51961
2006-08-01,Information_and_communication,71403
2006-09-01,Information_and_communication,51665
2006-10-01,Information_and_communication,52735
2006-11-01,Information_and_communication,51176
2006-12-01,Information_and_communication,58421
2007-01-01,Information_and_communication,67486
2007-02-01,Information_and_communication,138852
2007-03-01,Information_and_communication,53435
2007-04-01,Information_and_communication,51395
2007-05-01,Information_and_communication,51277
2007-06-01,Information_and_communication,53300
2007-07-01,Information_and_communication,52767
2007-08-01,Information_and_communication,59708
2007-09-01,Information_and_communication,75531
2007-10-01,Information_and_communication,52412
2007-11-01,Information_and_communication,51975
2007-12-01,Information_and_communication,56629
2008-01-01,Information_and_communication,101702
2008-02-01,Information_and_communication,93785
2008-03-01,Information_and_communication,55392
2008-04-01,Information_and_communication,52464
2008-05-01,Information_and_communication,53140
2008-06-01,Information_and_communication,56543
2008-07-01,Information_and_communication,61004
2008-08-01,Information_and_communication,71655
2008-09-01,Information_and_communication,56357
2008-10-01,Information_and_communication,52349
2008-11-01,Information_and_communication,52170
2008-12-01,Information_and_communication,59382
2009-01-01,Information_and_communication,102466
2009-02-01,Information_and_communication,76156
2009-03-01,Information_and_communication,52131
2009-04-01,Information_and_communication,53556
2009-05-01,Information_and_communication,56356
2009-06-01,Information_and_communication,51306
2009-07-01,Information_and_communication,62101
2009-08-01,Information_and_communication,72714
